id_siniestro;id_poliza;id_asegurado;id_vehiculo;ramo;cobertura;fecha_ocurrencia;fecha_reporte;monto_reclamado_usd;monto_estimado_usd;monto_pagado_usd;estado;sucursal;ciudad_evento;descripcion;documentos_completos;id_beneficiario;tipo_beneficiario;dias_desde_inicio_poliza;dias_desde_fin_poliza;dias_entre_ocurrencia_reporte;historial_siniestros_asegurado;tuvo_parte_policial;tuvo_testigo;fault_responsable;etiqueta_fraude_simulada;ramo_pol;fecha_inicio;fecha_fin;prima_usd;suma_asegurada_usd;deducible_usd;canal_venta;ciudad;estado_poliza;tipo_cobertura;segmento;antiguedad_anios;ciudad_ase;num_polizas;reclamos_ultimos_12_meses;mora_actual;score_cliente_simulado;placa;chasis;motor;marca;modelo;anio_vehiculo;categoria;valor_comercial_usd;id_proveedor;nombre;tipo;ciudad_prov;antiguedad_anios_prov;lista_restrictiva;reclamos_asociados;porcentaje_casos_observados;monto_promedio_reclamado_usd
SIN-000035;POL-0003757;ASE-001832;VEH-0000035;Vehículos;Daño;24/1/2023;25/1/2023;1381907;1253393;1253393;Pago Total;Guayaquil;Guayaquil;Granizada del 24/01/2023 en Samborondón produjo abolladuras en capó y techo del vehículo. Estoy disponible para ampliar información si se requiere. Ref. 715817.;Sí;PRV-0015;Taller;318;47;1;3;No;No;Asegurado;0;Vehículos;12/3/2022;12/3/2023;344674;7090274;4000;Web;Guayaquil;Vencida;All Perils;Estándar;3;Guayaquil;2;2;No;775;GQX-7336;5VZYZNKCZVZ8S0YDJ;4ITHNL3A;Ford;Explorer;2016;Utility;10534901;PRV-0015;Servi-Frenos Ecuador;Taller;Quito;13;No;313;447;1060956
SIN-000036;POL-0005018;ASE-002469;VEH-0000036;Vehículos;Responsabilidad Civil;11/10/2023;12/10/2023;301693;24290;24290;Pago Total;Manta;Manta;Solicito atención al siguiente caso. Salí del estacionamiento del centro comercial y un tercero que circulaba en reversa impactó lateral derecha de mi vehículo. Existe video de cámaras del lugar. Solicito gestionar la cobertura conforme a la póliza. Ref. 872736.;No;PRV-0016;Taller;49;316;1;3;No;No;Tercero;0;Vehículos;23/8/2023;22/8/2024;61814;259332;4000;Venta directa;Guayaquil;Vencida;Liability;Joven;18;Guayaquil;2;2;No;743;GEV-4343;W38ZB6YB8PPB0WB93;JFZZ0COSBT;Chevrolet;Sail;2016;Sport;2500673;PRV-0016;Auto Repuestos y Servicio Imbabura;Taller;Quito;13;No;332;301;1109998
SIN-000037;POL-0001725;ASE-000834;VEH-0000037;Vehículos;Choque;10/10/2023;19/10/2023;705537;637273;637273;Pago Total;Guayaquil;Guayaquil;Por medio del presente, Vehículo asegurado sufrió colisión lateral mientras se encontraba detenido en semáforo en la avenida Av. Naciones Unidas. El tercero responsable abandonó el lugar antes de la llegada de la policía. Ref. 100708.;Sí;PRV-0021;Taller;325;40;9;0;No;No;Tercero;0;Vehículos;4/10/2022;4/10/2023;87773;2533842;4000;Broker;Guayaquil;Vencida;Collision;Estándar;15;Guayaquil;6;6;No;552;GKX-1661;6GDFJ82FBXBEUH6LV;1TZ5EE1C4H;Honda;Fit;2017;Sedan;2564235;PRV-0021;Taller Mecánico San Francisco;Taller;Loja;18;No;318;283;1121093
SIN-000038;POL-0012988;ASE-006401;VEH-0000038;Vehículos;Choque;8/9/2023;15/9/2023;1377999;1194915;459003;Anticipo;Guayaquil;Guayaquil;Comunico que En el redondel de Las Cumbres otro conductor no respetó el derecho de paso ocasionando choque lateral con resultado de daños considerables. Ref. 285191.;Sí;PRV-0020;Taller;205;160;7;0;No;No;Asegurado;0;Vehículos;15/2/2023;15/2/2024;162569;3535967;4000;Agente;Guayaquil;Vencida;Collision;Estándar;2;Guayaquil;1;1;No;867;GGT-0956;M7R4NMRTF0AZR6KDX;AOFFJEXLEJ;Mazda;BT-50;2016;Sedan;3062853;PRV-0020;MotorPlus Servicios;Taller;Portoviejo;5;Sí;324;957;1115917
SIN-000039;POL-0004320;ASE-002108;VEH-0000039;Vehículos;Choque;28/11/2023;1/12/2023;1431507;1340513;1340513;Pago Total;Guayaquil;Guayaquil;Aproximadamente a las 08:30 sufrí accidente de tránsito en la Panamericana Sur cuando un vehículo particular efectuó maniobra brusca de cambio de carril sin señalizar. Solicito se atienda con prontitud el reclamo. Ref. 585651.;No;PRV-0045;Perito;234;131;3;0;No;No;Asegurado;0;Vehículos;8/4/2023;7/4/2024;388835;9426049;4000;Web;Guayaquil;Vencida;Collision;Estándar;6;Guayaquil;1;1;No;812;GQQ-6608;BSKUUX322TX4Y4M3B;DT5BFCQO3;Honda;Fit;2014;Sport;7533055;PRV-0045;Perito Aut. D. Cabrera;Perito;Manta;4;No;339;295;1082864
SIN-000040;POL-0007478;ASE-003685;VEH-0000040;Vehículos;Choque;23/11/2023;2/1/2024;688044;59452;0;Reserva;Quito;Quito;El 23/11/2023 alrededor de las 00:15, mi vehículo fue golpeado por un taxi en El Recreo cuando este intentaba un giro indebido. Daño en puerta del pasajero. Estoy disponible para ampliar información si se requiere. Ref. 954805.;Sí;PRV-0019;Taller;130;235;40;0;No;No;Asegurado;0;Vehículos;16/7/2023;15/7/2024;107841;2532208;4000;Web;Quito;Vencida;Collision;Premium;6;Quito;1;1;No;756;PFK-8305;3J9EKEXL27F75NLFF;PZJ9A4DQZY;Toyota;Hilux;2016;Sedan;2521703;PRV-0019;Tecno-Color Pinturas Automotrices;Taller;Machala;23;No;298;436;1098373
SIN-000041;POL-0009421;ASE-004627;VEH-0000041;Vehículos;Choque;22/3/2023;5/4/2023;541132;435764;272824;Pago Parcial;Manta;Manta;A las 12:30 del 22/03/2023, en la Vía a la Costa, otro vehículo invadió mi carril produciendo impacto lateral derecha. Se reporta daño en maletero del vehículo asegurado. Adjunto documentación de respaldo. Ref. 501393.;Sí;PRV-0024;Taller;147;218;14;3;No;No;Asegurado;0;Vehículos;26/10/2022;26/10/2023;129405;2847383;4000;Broker;Manta;Vencida;Collision;Estándar;4;Manta;3;3;No;679;MVT-5528;5FBBDMB7V55UMAUH0;1Y9R4OU55T;Chevrolet;Tracker;2017;Sedan;2356142;PRV-0024;Pintauto Premium;Taller;Guayaquil;21;No;308;552;1121146
SIN-000042;POL-0011875;ASE-005870;VEH-0000042;Vehículos;Choque;17/3/2023;22/3/2023;1285345;1034875;0;Negativa;Cuenca;Cuenca;Por medio del presente, Atendiendo a familiar transportado al hospital, un automotor en la Panamericana Sur cruzó sin precaución la intersección y produjo daños severos en parachoques delantero. Se anexan fotografías del evento. Ref. 570321.;Sí;PRV-0022;Taller;109;256;5;3;No;No;Asegurado;0;Vehículos;28/11/2022;28/11/2023;160148;2837907;4000;Agente;Cuenca;Vencida;All Perils;Estándar;8;Cuenca;2;2;No;720;AAX-7536;N55JBCZCGKKKSJD83;062O7QMMT;Chevrolet;Captiva;2016;Sedan;2718929;PRV-0022;AutoExpress 24h;Taller;Cuenca;21;No;328;366;978608
SIN-000043;POL-0006692;ASE-003304;VEH-0000043;Vehículos;Responsabilidad Civil;3/7/2023;3/7/2023;424913;354531;354531;Pago Total;Ambato;Ambato;Por medio del presente, Volcadura del vehículo ocurrida la madrugada del 03/07/2023 en curva pronunciada de la Panamericana Sur. Conductor único, sin terceros involucrados. Solicito se atienda con prontitud el reclamo. Ref. 596780.;Sí;PRV-0022;Taller;334;31;0;0;No;No;Asegurado;0;Vehículos;3/8/2022;3/8/2023;65128;2659884;4000;Venta directa;Ambato;Vencida;Liability;Joven;11;Ambato;2;2;No;718;TDI-8412;JJ72F1E39S6U36TKZ;SY2R4FLRRS;Toyota;Corolla;2019;Sport;248886;PRV-0022;AutoExpress 24h;Taller;Cuenca;21;No;328;366;978608
SIN-000044;POL-0009445;ASE-004640;VEH-0000044;Vehículos;Choque;17/1/2023;23/1/2023;656692;555297;0;Negativa;Quito;Quito;Solicito atención al siguiente caso. Atendiendo a familiar transportado al hospital, un automotor en la Av. Naciones Unidas cruzó sin precaución la intersección y produjo daños severos en puerta del conductor. Se anexa parte policial. Ref. 827508.;Sí;PRV-0042;Perito;308;57;6;3;No;No;Asegurado;0;Vehículos;15/3/2022;15/3/2023;99959;2846439;4000;Banca seguros;Quito;Vencida;Collision;Premium;1;Quito;4;4;No;691;PBQ-7857;X7XU7B9Y1XNTABJ2D;WTEZZO3X;Honda;CR-V;2016;Sedan;2794062;PRV-0042;Perito Aut. C. Espinoza;Perito;Loja;6;No;304;263;1024013
SIN-000045;POL-0006571;ASE-003244;VEH-0000045;Vehículos;Choque;18/1/2023;25/1/2023;684271;55892;55892;Pago Total;Cuenca;Cuenca;"Para conocimiento de la Compañía: Pérdida de control del vehículo por desperfecto mecánico en plena Panamericana Norte; impacto contra muro de contención. Daños extensos en parabrisas. Estoy disponible para ampliar información si se requiere. Ref. 653966.";No;PRV-0045;Perito;173;192;7;0;No;No;Tercero;0;Vehículos;29/7/2022;29/7/2023;106828;2857742;4000;Agente;Cuenca;Vencida;Collision;Estándar;13;Cuenca;5;5;No;575;AVI-5431;ZFVEXYEBUG8KLFVMR;PBAS9Z8L;Toyota;Hilux;2014;Sedan;2875099;PRV-0045;Perito Aut. D. Cabrera;Perito;Manta;4;No;339;295;1082864
SIN-000046;POL-0012772;ASE-006307;VEH-0000046;Vehículos;Pérdida Total;8/2/2023;9/2/2023;1571205;1383376;1383376;Liquidado;Guayaquil;Guayaquil;Por medio del presente, Reporto siniestro ocurrido el 08/02/2023 en Ponceano. Un vehículo de mayor tonelaje me cerró el paso y colisionamos generando daños en techo. Se anexan fotografías del evento. Ref. 975480.;No;PRV-0025;Taller;315;50;1;3;No;No;Tercero;0;Vehículos;30/3/2022;30/3/2023;85801;1520364;4000;Web;Guayaquil;Vencida;All Perils;Estándar;20;Guayaquil;5;5;No;654;GFN-8438;CNW1ZR2HKG5ZBZ2YG;FSFKYM86;Chevrolet;Spark;2018;Sedan;962399;PRV-0025;Mecánica Especializada Toyotech;Taller;Ibarra;16;No;278;216;1044531
SIN-000047;POL-0008330;ASE-004098;VEH-0000047;Vehículos;Choque;9/2/2023;20/2/2023;1404897;1248547;0;Cierre Sin Consecuencia;Ambato;Ambato;A las 02:45 del 09/02/2023, en la Av. Mariscal Sucre, otro vehículo invadió mi carril produciendo impacto lateral derecha. Se reporta daño en puerta del pasajero del vehículo asegurado. Quedo a la espera de la inspección del perito. Ref. 541312.;Sí;PRV-0042;Perito;208;157;11;0;No;No;Tercero;0;Vehículos;16/7/2022;16/7/2023;109544;3193951;4000;Broker;Ambato;Vencida;Collision;Estándar;1;Ambato;3;3;No;650;TRX-6674;H11SHKCUFPBCR3HC2;TAJPSL76;Chevrolet;Spark;2017;Sedan;3355345;PRV-0042;Perito Aut. C. Espinoza;Perito;Loja;6;No;304;263;1024013
SIN-000048;POL-0009750;ASE-004796;VEH-0000048;Vehículos;Responsabilidad Civil;23/11/2023;24/11/2023;799987;649047;649047;Pago Total;Cuenca;Cuenca;Solicito atención al siguiente caso. Colisión por alcance en la Av. de las Américas, conductor del vehículo posterior no guardó distancia prudente. Daños menores en parachoques y maletero. Ref. 330922.;Sí;PRV-0046;Perito;187;178;1;3;No;No;Asegurado;0;Vehículos;20/5/2023;19/5/2024;88389;3376984;4000;Web;Cuenca;Vencida;Liability;Estándar;11;Cuenca;2;2;No;712;AKT-6161;9U5L5P539CAU27X3V;HSWUY46Q8;Mazda;BT-50;2018;Sport;3598483;PRV-0046;Perito Aut. P. Tobar;Perito;Santo Domingo;12;No;284;317;1112431
SIN-000049;POL-0010804;ASE-005335;VEH-0000049;Vehículos;Responsabilidad Civil;20/4/2023;4/5/2023;1570138;1386281;0;Negativa;Guayaquil;Guayaquil;El suscrito asegurado informa: El día 20/04/2023 circulando por la Av. Simón Bolívar en sentido oeste-sur fui impactado en la parte lateral izquierda por otro vehículo que no respetó la señalización. El conductor del otro vehículo se dio a la fuga. Notifico para los trámites correspondientes. Ref. 554476.;Sí;PRV-0023;Taller;170;195;14;3;No;No;Asegurado;0;Vehículos;1/11/2022;1/11/2023;245104;8958623;4000;Venta directa;Guayaquil;Vencida;Liability;Estándar;15;Guayaquil;3;3;No;673;GDS-8170;2Y61JSZD78F0Z3XEL;5HKJ00O04;Chevrolet;Tracker;2017;Sport;8221955;PRV-0023;Servicios Vehiculares Bolívar;Taller;Santo Domingo;4;No;317;41;1058729
SIN-000050;POL-0011751;ASE-005803;VEH-0000050;Vehículos;Choque;21/4/2023;22/4/2023;507712;433605;433605;Pago Total;Manta;Manta;Estacionado frente a domicilio en sector El Condado encuentro vehículo con daños en parachoques posterior sin nota ni datos del responsable. Se presume golpe y fuga. Ref. 610961.;Sí;PRV-0034;Clínica;208;157;1;5;No;No;Asegurado;0;Vehículos;25/9/2022;25/9/2023;122188;2705545;4000;Venta directa;Manta;Vencida;Collision;Corporativo;11;Manta;4;4;No;661;MLR-6225;TZTP6RXYPFMLMCSPB;2Y1DPA79Y8;Chevrolet;Tracker;2014;Sedan;2240329;PRV-0034;Clínica Internacional Guayas;Clínica;Quito;5;No;314;35;1030531
SIN-000051;POL-0001738;ASE-000841;VEH-0000051;Vehículos;Responsabilidad Civil;26/5/2023;26/5/2023;459632;384681;384681;Pago Total;Guayaquil;Guayaquil;En el redondel de Calderón otro conductor no respetó el derecho de paso ocasionando choque frontal con resultado de daños considerables. Quedo a la espera de la inspección del perito. Ref. 338153.;Sí;PRV-0022;Taller;170;195;0;5;No;No;Asegurado;0;Vehículos;7/12/2022;7/12/2023;102385;3754339;4000;Venta directa;Guayaquil;Vencida;Liability;Estándar;15;Guayaquil;4;4;No;697;GMQ-7419;3NF0F8K5HA8D5NF6N;BPGG9EJCS;Chevrolet;Spark;2014;Sport;3732365;PRV-0022;AutoExpress 24h;Taller;Cuenca;21;No;328;366;978608
SIN-000052;POL-0011162;ASE-005512;VEH-0000052;Vehículos;Responsabilidad Civil;28/6/2023;29/6/2023;393836;346535;0;Negativa;Manta;Manta;Solicito atención al siguiente caso. Salí del estacionamiento del centro comercial y un tercero que circulaba en reversa impactó frontal de mi vehículo. Existe video de cámaras del lugar. Estoy disponible para ampliar información si se requiere. Ref. 877849.;Sí;PRV-0028;Taller;309;56;1;3;No;No;Asegurado;0;Vehículos;23/8/2022;23/8/2023;5662;2175758;5000;Web;Guayaquil;Vencida;Liability;Premium;8;Guayaquil;4;4;No;667;GMR-7771;FR96UR95T7ZNTJP30;F3MCUS9C2;Chevrolet;Aveo;2017;Sport;2882341;PRV-0028;Auto Eléctrica La Florida;Taller;Manta;12;No;322;217;1084034
SIN-000053;POL-0010026;ASE-004938;VEH-0000053;Vehículos;Choque;3/8/2023;11/2/2024;3384518;3067388;0;Reserva;Portoviejo;Portoviejo;Aproximadamente a las 01:45 sufrí accidente de tránsito en la Vía Daule cuando un vehículo particular efectuó maniobra brusca de cambio de carril sin señalizar. Estoy disponible para ampliar información si se requiere. Ref. 550527.;No;PRV-0007;Taller;364;1;192;0;No;No;Asegurado;1;Vehículos;4/8/2022;4/8/2023;309851;7174186;4000;Web;Portoviejo;Vencida;Collision;Corporativo;17;Portoviejo;3;3;No;722;MZS-1241;66XVA4PBY90L1VE7C;0FTH3N89;Honda;Civic;2019;Sport;10095213;PRV-0007;Auto Reparaciones Cuenca;Taller;Manta;21;No;413;1937;1164699
SIN-000054;POL-0004245;ASE-002074;VEH-0000054;Vehículos;Choque;22/7/2023;9/8/2023;951504;794576;794576;Pago Total;Cuenca;Cuenca;Colisión por alcance en la Av. Simón Bolívar, conductor del vehículo posterior no guardó distancia prudente. Daños menores en parachoques y maletero. Solicito se atienda con prontitud el reclamo. Ref. 724503.;Sí;PRV-0013;Taller;325;40;18;0;No;No;Asegurado;1;Vehículos;31/8/2022;31/8/2023;79889;2208425;4000;Web;Cuenca;Vencida;Collision;Estándar;18;Cuenca;2;2;No;724;APZ-5831;TBPFUGY1HVRBLEPMR;8CPRB3LL5;Honda;Civic;2014;Sedan;2471309;PRV-0013;Reparauto Loja;Taller;Portoviejo;21;No;352;2386;1325216
SIN-000055;POL-0012543;ASE-006194;VEH-0000055;Vehículos;Choque;27/6/2023;27/6/2023;580974;544997;544997;Pago Total;Quito;Quito;Estacionado frente a domicilio en sector El Condado encuentro vehículo con daños en luneta sin nota ni datos del responsable. Se presume golpe y fuga. Ref. 595495.;Sí;PRV-0041;Perito;49;316;0;1;No;No;Asegurado;0;Vehículos;9/5/2023;8/5/2024;151047;3507062;4000;Agente;Quito;Vencida;Collision;Estándar;4;Quito;2;2;No;732;PDC-9433;ZS3XZSN5F1ZM1K4YU;KQIZ0G9DAG;Chevrolet;Sail;2016;Sedan;339826;PRV-0041;Perito Aut. R. Andrade;Perito;Portoviejo;16;No;317;347;1118796
SIN-000056;POL-0013167;ASE-006487;VEH-0000056;Vehículos;Choque;18/12/2023;20/12/2023;1110834;1019314;0;Reserva;Quito;Quito;Reporto a la aseguradora que Vehículo asegurado sufrió colisión por alcance mientras se encontraba detenido en semáforo en la avenida Av. de las Américas. El tercero responsable abandonó el lugar antes de la llegada de la policía. Quedo a la espera de la inspección del perito. Ref. 400198.;Sí;PRV-0033;Clínica;82;283;2;0;No;No;Tercero;0;Vehículos;27/9/2023;26/9/2024;107928;2265484;4000;Venta directa;Quito;Vencida;All Perils;Estándar;5;Quito;1;1;No;764;PNT-7310;T3MV696CLMASW4EV3;XQP7S9HNS;Mazda;CX-5;2014;Sedan;2485683;PRV-0033;Hospital del Sur;Clínica;Ambato;9;No;291;481;1080188
SIN-000057;POL-0010355;ASE-005105;VEH-0000057;Vehículos;Daño;23/6/2023;29/6/2023;23094;205838;0;Reserva;Quito;Quito;Inundación por desborde de alcantarillado afectó componentes eléctricos del vehículo estacionado en La Mariscal. Adjunto documentación de respaldo. Ref. 154297.;Sí;PRV-0046;Perito;45;320;6;3;No;No;Asegurado;0;Vehículos;9/5/2023;8/5/2024;152663;2477961;4000;Banca seguros;Quito;Vencida;All Perils;Estándar;11;Quito;2;2;No;780;PQO-8212;EL1TF8Y3ZSYLCU3AX;D0D7UNUD;Honda;CR-V;2017;Sedan;2416556;PRV-0046;Perito Aut. P. Tobar;Perito;Santo Domingo;12;No;284;317;1112431
SIN-000058;POL-0010947;ASE-005406;VEH-0000058;Vehículos;Choque;10/11/2023;13/11/2023;1588775;1519768;1119313;Pago Parcial;Quito;Quito;Pongo en conocimiento: El 10/11/2023 alrededor de las 21:00, mi vehículo fue golpeado por un taxi en El Condado cuando este intentaba un giro indebido. Daño en techo. Adjunto documentación de respaldo. Ref. 780362.;Sí;PRV-0007;Taller;130;235;3;3;No;No;Asegurado;0;Vehículos;3/7/2023;2/7/2024;484348;10935049;4000;Banca seguros;Quito;Vencida;Collision;Estándar;20;Quito;5;5;No;633;PYB-9811;AV86XHU3RGHCU0NZY;TQQ43PNS4K;Acura;RDX;2016;Sedan;9011552;PRV-0007;Auto Reparaciones Cuenca;Taller;Manta;21;No;413;1937;1164699
SIN-000059;POL-0005776;ASE-002842;VEH-0000059;Vehículos;Responsabilidad Civil;1/5/2023;24/5/2023;1982525;180996;363362;Anticipo;Guayaquil;Guayaquil;Volcadura del vehículo ocurrida la madrugada del 01/05/2023 en curva pronunciada de la Av. Simón Bolívar. Conductor único, sin terceros involucrados. Se anexa parte policial. Ref. 769541.;Sí;PRV-0037;Clínica;307;58;23;0;No;No;Asegurado;0;Vehículos;28/6/2022;28/6/2023;206008;7721161;4000;Venta directa;Loja;Vencida;Liability;Estándar;12;Loja;4;4;No;621;LCF-6365;RPALK1F2DXDK7WB9Z;KV0UI4EI8;Honda;CR-V;2023;Sport;7813812;PRV-0037;Clínica Equinoccial;Clínica;Guayaquil;9;No;327;306;105127
SIN-000060;POL-0004522;ASE-002220;VEH-0000060;Vehículos;Choque;3/5/2023;8/5/2023;540399;453516;0;Reserva;Manta;Manta;Hago constar que Estacionado frente a domicilio en sector La Mariscal encuentro vehículo con daños en guardafango sin nota ni datos del responsable. Se presume golpe y fuga. Estoy disponible para ampliar información si se requiere. Ref. 160438.;Sí;PRV-0022;Taller;304;61;5;0;No;No;Asegurado;0;Vehículos;3/7/2022;3/7/2023;106739;2878464;4000;Venta directa;Quito;Vencida;Collision;Corporativo;11;Quito;5;5;No;554;POV-2236;X5SEEWRVY774ZC10B;ZXF5YEUZ;Chevrolet;Sail;2017;Sedan;2813368;PRV-0022;AutoExpress 24h;Taller;Cuenca;21;No;328;366;978608
SIN-000061;POL-0008058;ASE-003968;VEH-0000061;Vehículos;Choque;6/11/2023;20/11/2023;1690856;1500698;1172749;Pago Parcial;Guayaquil;Guayaquil;Para conocimiento de la Compañía: Volcadura del vehículo ocurrida la madrugada del 06/11/2023 en curva pronunciada de la Av. Amazonas. Conductor único, sin terceros involucrados. Solicito gestionar la cobertura conforme a la póliza. Ref. 715060.;Sí;PRV-0010;Taller;304;61;14;0;No;No;Asegurado;0;Vehículos;6/1/2023;6/1/2024;229567;3742873;4000;Banca seguros;Guayaquil;Vencida;All Perils;Premium;12;Guayaquil;6;6;No;534;GWT-6848;WC6KSV81R5H8VKFWS;8060EXDS;Toyota;Yaris;2018;Sedan;3679082;PRV-0010;Carrocerías El Valle;Taller;Ibarra;16;No;277;289;1164973
SIN-000062;POL-0000307;ASE-000156;VEH-0000062;Vehículos;Choque;12/9/2023;26/1/2024;786571;755094;470474;Pago Parcial;Manta;Manta;El suscrito asegurado informa: Vehículo asegurado sufrió colisión lateral mientras se encontraba detenido en semáforo en la avenida Av. Simón Bolívar. El tercero responsable abandonó el lugar antes de la llegada de la policía. Adjunto documentación de respaldo. Ref. 596772.;No;PRV-0012;Taller;204;161;136;0;No;No;Asegurado;0;Vehículos;20/2/2023;20/2/2024;181657;5193011;4000;Agente;Manta;Vencida;Collision;Corporativo;3;Manta;1;1;No;828;MDJ-3043;3RGXL0WDC0WGDLDRE;EE4I7042BU;Chevrolet;Spark;2014;Utility;5293857;PRV-0012;AutoCenter Ambato;Taller;Santo Domingo;3;No;296;304;101864
SIN-000063;POL-0011058;ASE-005461;VEH-0000063;Vehículos;Choque;26/11/2023;19/1/2024;1358159;1310566;0;Reserva;Portoviejo;Portoviejo;Reporto a la aseguradora que Salí del estacionamiento del centro comercial y un tercero que circulaba en reversa impactó trasera de mi vehículo. Existe video de cámaras del lugar. Se anexa parte policial. Ref. 285000.;Sí;PRV-0024;Taller;278;87;54;3;No;No;Tercero;0;Vehículos;21/2/2023;21/2/2024;672795;10708739;4000;Banca seguros;Quito;Vencida;All Perils;Estándar;13;Quito;4;4;No;685;PLK-1889;J1A3WR6MX9JBHCPY6;YXTZUA9J;Honda;Civic;2023;Sedan;1079970;PRV-0024;Pintauto Premium;Taller;Guayaquil;21;No;308;552;1121146
SIN-000064;POL-0001535;ASE-000745;VEH-0000064;Vehículos;Responsabilidad Civil;27/2/2023;7/3/2023;170802;157652;157652;Liquidado;Cuenca;Cuenca;Solicito atención al siguiente caso. Aproximadamente a las 01:00 sufrí accidente de tránsito en la Av. Amazonas cuando un vehículo particular efectuó maniobra brusca de cambio de carril sin señalizar. Solicito se atienda con prontitud el reclamo. Ref. 967618.;Sí;PRV-0038;Clínica;121;244;8;3;No;No;Asegurado;0;Vehículos;29/10/2022;29/10/2023;58584;2225804;4000;Agente;Cuenca;Vencida;Liability;Joven;11;Cuenca;6;6;Sí;362;ASO-1271;ZAA6G31P1WRC0P2HB;H0BK4QE4B6;Toyota;Fortuner;2016;Sport;2255955;PRV-0038;Centro Médico Cuenca;Clínica;Machala;25;No;308;325;1024869
SIN-000065;POL-0005275;ASE-002590;VEH-0000065;Vehículos;Choque;1/12/2023;12/12/2023;329648;322296;322296;Pago Total;Quito;Quito;Para conocimiento de la Compañía: Reporto siniestro ocurrido el 01/12/2023 en Cumbayá. Un vehículo de mayor tonelaje me cerró el paso y colisionamos generando daños en capó. Se anexa parte policial. Ref. 256253.;Sí;PRV-0002;Taller;194;171;11;0;No;No;Asegurado;0;Vehículos;21/5/2023;20/5/2024;81406;2266851;4000;Agente;Quito;Vencida;Collision;Estándar;8;Quito;3;3;No;643;PQP-0885;5NWM83A0HMFBFEXLT;7XZFR4F0K;Chevrolet;Sail;2016;Sedan;2073043;PRV-0002;Auto Servicio El Cóndor;Taller;Loja;11;No;429;2051;1282416
SIN-000066;POL-0008631;ASE-004248;VEH-0000066;Vehículos;Pérdida Total;22/12/2023;8/1/2024;2402111;1987105;1987105;Liquidado;Guayaquil;Guayaquil;Hago constar que Volcadura del vehículo ocurrida la madrugada del 22/12/2023 en curva pronunciada de la Av. Simón Bolívar. Conductor único, sin terceros involucrados. Notifico para los trámites correspondientes. Ref. 887807.;Sí;PRV-0010;Taller;219;146;17;0;No;No;Asegurado;0;Vehículos;17/5/2023;16/5/2024;142725;2684349;4000;Banca seguros;Guayaquil;Vencida;All Perils;Estándar;13;Guayaquil;4;4;No;682;GSO-6219;Y1HS8DVW7J9VWCM83;IT41BK4BYX;Mazda;BT-50;2016;Sedan;2743525;PRV-0010;Carrocerías El Valle;Taller;Ibarra;16;No;277;289;1164973
